Seqid,Source,Type,Start,End,Score,Strand,Phase
NC_000001.11,BestRefSeq,exon,827798,827849,,+,
NC_000001.11,BestRefSeq,exon,829003,829104,,+,
NC_000001.11,BestRefSeq,exon,851927,852110,,+,
NC_000001.11,BestRefSeq,exon,852671,852766,,+,
NC_000001.11,BestRefSeq,exon,853391,859446,,+,
NC_000001.11,BestRefSeq,exon,923923,924948,,+,
NC_000001.11,BestRefSeq,exon,925922,926013,,+,
NC_000001.11,BestRefSeq,exon,930155,930336,,+,
NC_000001.11,BestRefSeq,exon,931039,931089,,+,
NC_000001.11,BestRefSeq,exon,935772,935896,,+,
NC_000001.11,BestRefSeq,exon,939040,939129,,+,
NC_000001.11,BestRefSeq,exon,939272,939412,,+,
NC_000001.11,BestRefSeq,exon,941144,941306,,+,
NC_000001.11,BestRefSeq,exon,942136,942251,,+,
NC_000001.11,BestRefSeq,exon,942410,942488,,+,
NC_000001.11,BestRefSeq,exon,942559,943058,,+,
NC_000001.11,BestRefSeq,exon,943253,943377,,+,
NC_000001.11,BestRefSeq,exon,943698,943808,,+,
NC_000001.11,BestRefSeq,exon,943908,944574,,+,
NC_000001.11,BestRefSeq,exon,923923,924948,,+,
NC_000001.11,BestRefSeq,exon,925922,926013,,+,
NC_000001.11,BestRefSeq,exon,930155,930336,,+,
NC_000001.11,BestRefSeq,exon,931039,931089,,+,
NC_000001.11,BestRefSeq,exon,935772,935896,,+,
NC_000001.11,BestRefSeq,exon,939040,939129,,+,
NC_000001.11,BestRefSeq,exon,939275,939412,,+,
NC_000001.11,BestRefSeq,exon,941144,941306,,+,
NC_000001.11,BestRefSeq,exon,942136,942251,,+,
NC_000001.11,BestRefSeq,exon,942410,942488,,+,
NC_000001.11,BestRefSeq,exon,942559,943058,,+,
NC_000001.11,BestRefSeq,exon,943253,943377,,+,
NC_000001.11,BestRefSeq,exon,943698,943808,,+,
NC_000001.11,BestRefSeq,exon,943908,944574,,+,
NC_000001.11,BestRefSeq,exon,925731,925800,,+,
NC_000001.11,BestRefSeq,exon,925922,926013,,+,
NC_000001.11,BestRefSeq,exon,930155,930336,,+,
NC_000001.11,BestRefSeq,exon,931039,931089,,+,
NC_000001.11,BestRefSeq,exon,935772,935896,,+,
NC_000001.11,BestRefSeq,exon,939040,939129,,+,
NC_000001.11,BestRefSeq,exon,939275,939460,,+,
NC_000001.11,BestRefSeq,exon,941144,941306,,+,
NC_000001.11,BestRefSeq,exon,942136,942251,,+,
NC_000001.11,BestRefSeq,exon,942410,942488,,+,
NC_000001.11,BestRefSeq,exon,942559,943058,,+,
NC_000001.11,BestRefSeq,exon,943253,943377,,+,
NC_000001.11,BestRefSeq,exon,943698,943808,,+,
NC_000001.11,BestRefSeq,exon,943908,944574,,+,
NC_000001.11,BestRefSeq,exon,960584,960800,,+,
NC_000001.11,BestRefSeq,exon,961293,961552,,+,
NC_000001.11,BestRefSeq,exon,961629,961750,,+,
NC_000001.11,BestRefSeq,exon,961826,962047,,+,
NC_000001.11,BestRefSeq,exon,962355,962471,,+,
NC_000001.11,BestRefSeq,exon,962704,962917,,+,
NC_000001.11,BestRefSeq,exon,963109,963253,,+,
NC_000001.11,BestRefSeq,exon,963337,963504,,+,
NC_000001.11,BestRefSeq,exon,963920,964008,,+,
NC_000001.11,BestRefSeq,exon,964107,964180,,+,
NC_000001.11,BestRefSeq,exon,964349,964530,,+,
NC_000001.11,BestRefSeq,exon,964963,965719,,+,
NC_000001.11,BestRefSeq,exon,966482,966614,,+,
NC_000001.11,BestRefSeq,exon,966704,966803,,+,
NC_000001.11,BestRefSeq,exon,970277,970423,,+,
NC_000001.11,BestRefSeq,exon,970521,970601,,+,
NC_000001.11,BestRefSeq,exon,970686,971006,,+,
NC_000001.11,BestRefSeq,exon,971077,971208,,+,
NC_000001.11,BestRefSeq,exon,971324,971404,,+,
NC_000001.11,BestRefSeq,exon,972075,972150,,+,
NC_000001.11,BestRefSeq,exon,972288,972424,,+,
NC_000001.11,BestRefSeq,exon,972861,973010,,+,
NC_000001.11,BestRefSeq,exon,973186,973326,,+,
NC_000001.11,BestRefSeq,exon,973500,973640,,+,
NC_000001.11,BestRefSeq,exon,973833,974051,,+,
NC_000001.11,BestRefSeq,exon,974316,974364,,+,
NC_000001.11,BestRefSeq,exon,974442,975865,,+,
NC_000001.11,BestRefSeq,exon,966482,966614,,+,
NC_000001.11,BestRefSeq,exon,966704,966803,,+,
NC_000001.11,BestRefSeq,exon,970277,970423,,+,
NC_000001.11,BestRefSeq,exon,970521,970601,,+,
NC_000001.11,BestRefSeq,exon,970686,970758,,+,
NC_000001.11,BestRefSeq,exon,970879,971006,,+,
NC_000001.11,BestRefSeq,exon,971077,971208,,+,
NC_000001.11,BestRefSeq,exon,971324,971404,,+,
NC_000001.11,BestRefSeq,exon,972075,972150,,+,
NC_000001.11,BestRefSeq,exon,972288,972424,,+,
NC_000001.11,BestRefSeq,exon,972861,973010,,+,
NC_000001.11,BestRefSeq,exon,973186,973326,,+,
NC_000001.11,BestRefSeq,exon,973500,973640,,+,
NC_000001.11,BestRefSeq,exon,973833,974051,,+,
NC_000001.11,BestRefSeq,exon,974316,974364,,+,
NC_000001.11,BestRefSeq,exon,974442,975865,,+,
NC_000001.11,BestRefSeq,exon,966482,966614,,+,
NC_000001.11,BestRefSeq,exon,966704,966803,,+,
NC_000001.11,BestRefSeq,exon,970277,970423,,+,
NC_000001.11,BestRefSeq,exon,970521,970601,,+,
NC_000001.11,BestRefSeq,exon,970686,970758,,+,
NC_000001.11,BestRefSeq,exon,970879,971006,,+,
NC_000001.11,BestRefSeq,exon,971077,971208,,+,
NC_000001.11,BestRefSeq,exon,971324,971404,,+,
NC_000001.11,BestRefSeq,exon,972075,972150,,+,
NC_000001.11,BestRefSeq,exon,972288,972424,,+,
NC_000001.11,BestRefSeq,exon,972861,973010,,+,
NC_000001.11,BestRefSeq,exon,973500,973640,,+,
NC_000001.11,BestRefSeq,exon,973833,974051,,+,
NC_000001.11,BestRefSeq,exon,974316,974364,,+,
NC_000001.11,BestRefSeq,exon,974442,975865,,+,
NC_000001.11,BestRefSeq,exon,966482,966614,,+,
NC_000001.11,BestRefSeq,exon,966704,966803,,+,
NC_000001.11,BestRefSeq,exon,970277,970423,,+,
NC_000001.11,BestRefSeq,exon,970521,970601,,+,
NC_000001.11,BestRefSeq,exon,970686,970758,,+,
NC_000001.11,BestRefSeq,exon,970879,971006,,+,
NC_000001.11,BestRefSeq,exon,971113,971208,,+,
NC_000001.11,BestRefSeq,exon,971324,971404,,+,
NC_000001.11,BestRefSeq,exon,972075,972150,,+,
NC_000001.11,BestRefSeq,exon,972288,972424,,+,
NC_000001.11,BestRefSeq,exon,972861,973010,,+,
NC_000001.11,BestRefSeq,exon,973186,973326,,+,
NC_000001.11,BestRefSeq,exon,973500,973640,,+,
NC_000001.11,BestRefSeq,exon,973833,974051,,+,
NC_000001.11,BestRefSeq,exon,974316,974364,,+,
NC_000001.11,BestRefSeq,exon,974442,975865,,+,
NC_000001.11,BestRefSeq,exon,1013497,1013576,,+,
NC_000001.11,BestRefSeq,exon,1013984,1014540,,+,
NC_000001.11,BestRefSeq,exon,1020120,1020373,,+,
NC_000001.11,BestRefSeq,exon,1022201,1022462,,+,
NC_000001.11,BestRefSeq,exon,1035277,1035324,,+,
NC_000001.11,BestRefSeq,exon,1040665,1040880,,+,
NC_000001.11,BestRefSeq,exon,1041173,1041397,,+,
NC_000001.11,BestRefSeq,exon,1041478,1041702,,+,
NC_000001.11,BestRefSeq,exon,1041956,1042162,,+,
NC_000001.11,BestRefSeq,exon,1043239,1043457,,+,
NC_000001.11,BestRefSeq,exon,1043538,1043732,,+,
NC_000001.11,BestRefSeq,exon,1043823,1044023,,+,
NC_000001.11,BestRefSeq,exon,1044109,1044257,,+,
NC_000001.11,BestRefSeq,exon,1044334,1044439,,+,
NC_000001.11,BestRefSeq,exon,1045161,1045277,,+,
NC_000001.11,BestRefSeq,exon,1045359,1045523,,+,
NC_000001.11,BestRefSeq,exon,1045733,1045876,,+,
NC_000001.11,BestRefSeq,exon,1045964,1046088,,+,
NC_000001.11,BestRefSeq,exon,1046160,1046265,,+,
NC_000001.11,BestRefSeq,exon,1046397,1046735,,+,
NC_000001.11,BestRefSeq,exon,1046820,1046957,,+,
NC_000001.11,BestRefSeq,exon,1047327,1047454,,+,
NC_000001.11,BestRefSeq,exon,1047573,1047687,,+,
NC_000001.11,BestRefSeq,exon,1047776,1047895,,+,
NC_000001.11,BestRefSeq,exon,1048012,1048365,,+,
NC_000001.11,BestRefSeq,exon,1048867,1049059,,+,
NC_000001.11,BestRefSeq,exon,1049236,1049451,,+,
NC_000001.11,BestRefSeq,exon,1049566,1049795,,+,
NC_000001.11,BestRefSeq,exon,1049903,1050037,,+,
NC_000001.11,BestRefSeq,exon,1050233,1050329,,+,
NC_000001.11,BestRefSeq,exon,1050427,1050591,,+,
NC_000001.11,BestRefSeq,exon,1050726,1050837,,+,
NC_000001.11,BestRefSeq,exon,1051032,1051043,,+,
NC_000001.11,BestRefSeq,exon,1051253,1051369,,+,
NC_000001.11,BestRefSeq,exon,1051453,1051645,,+,
NC_000001.11,BestRefSeq,exon,1051728,1051815,,+,
NC_000001.11,BestRefSeq,exon,1051993,1052016,,+,
NC_000001.11,BestRefSeq,exon,1053461,1053493,,+,
NC_000001.11,BestRefSeq,exon,1053753,1053977,,+,
NC_000001.11,BestRefSeq,exon,1054448,1054551,,+,
NC_000001.11,BestRefSeq,exon,1054824,1056116,,+,
NC_000001.11,BestRefSeq,exon,1020120,1020373,,+,
NC_000001.11,BestRefSeq,exon,1022201,1022462,,+,
NC_000001.11,BestRefSeq,exon,1035277,1035324,,+,
NC_000001.11,BestRefSeq,exon,1040665,1040880,,+,
NC_000001.11,BestRefSeq,exon,1041173,1041397,,+,
NC_000001.11,BestRefSeq,exon,1041478,1041702,,+,
NC_000001.11,BestRefSeq,exon,1041956,1042162,,+,
NC_000001.11,BestRefSeq,exon,1043239,1043457,,+,
NC_000001.11,BestRefSeq,exon,1043538,1043732,,+,
NC_000001.11,BestRefSeq,exon,1043823,1044023,,+,
NC_000001.11,BestRefSeq,exon,1044109,1044257,,+,
NC_000001.11,BestRefSeq,exon,1044334,1044439,,+,
NC_000001.11,BestRefSeq,exon,1045161,1045277,,+,
NC_000001.11,BestRefSeq,exon,1045359,1045523,,+,
NC_000001.11,BestRefSeq,exon,1045733,1045876,,+,
NC_000001.11,BestRefSeq,exon,1045964,1046088,,+,
NC_000001.11,BestRefSeq,exon,1046160,1046265,,+,
NC_000001.11,BestRefSeq,exon,1046397,1046735,,+,
NC_000001.11,BestRefSeq,exon,1046820,1046957,,+,
NC_000001.11,BestRefSeq,exon,1047327,1047454,,+,
NC_000001.11,BestRefSeq,exon,1047573,1047687,,+,
NC_000001.11,BestRefSeq,exon,1047776,1047895,,+,
NC_000001.11,BestRefSeq,exon,1048012,1048365,,+,
NC_000001.11,BestRefSeq,exon,1048867,1049059,,+,
NC_000001.11,BestRefSeq,exon,1049236,1049451,,+,
NC_000001.11,BestRefSeq,exon,1049566,1049795,,+,
NC_000001.11,BestRefSeq,exon,1049903,1050037,,+,
NC_000001.11,BestRefSeq,exon,1050233,1050329,,+,
NC_000001.11,BestRefSeq,exon,1050427,1050591,,+,
NC_000001.11,BestRefSeq,exon,1050726,1050837,,+,
NC_000001.11,BestRefSeq,exon,1051253,1051369,,+,
NC_000001.11,BestRefSeq,exon,1051453,1051645,,+,
NC_000001.11,BestRefSeq,exon,1051728,1051815,,+,
NC_000001.11,BestRefSeq,exon,1053753,1053977,,+,
NC_000001.11,BestRefSeq,exon,1054448,1054551,,+,
NC_000001.11,BestRefSeq,exon,1054824,1056116,,+,
NC_000001.11,BestRefSeq,exon,1033993,1034703,,+,
NC_000001.11,BestRefSeq,exon,1035277,1035324,,+,
NC_000001.11,BestRefSeq,exon,1040665,1040880,,+,
NC_000001.11,BestRefSeq,exon,1041173,1041397,,+,
NC_000001.11,BestRefSeq,exon,1041478,1041702,,+,
NC_000001.11,BestRefSeq,exon,1041956,1042162,,+,
NC_000001.11,BestRefSeq,exon,1043239,1043457,,+,
NC_000001.11,BestRefSeq,exon,1043538,1043732,,+,
NC_000001.11,BestRefSeq,exon,1043823,1044023,,+,
NC_000001.11,BestRefSeq,exon,1044109,1044257,,+,
NC_000001.11,BestRefSeq,exon,1044334,1044439,,+,
NC_000001.11,BestRefSeq,exon,1045161,1045277,,+,
NC_000001.11,BestRefSeq,exon,1045359,1045523,,+,
NC_000001.11,BestRefSeq,exon,1045733,1045876,,+,
NC_000001.11,BestRefSeq,exon,1045964,1046088,,+,
NC_000001.11,BestRefSeq,exon,1046160,1046265,,+,
NC_000001.11,BestRefSeq,exon,1046397,1046735,,+,
NC_000001.11,BestRefSeq,exon,1046820,1046957,,+,
NC_000001.11,BestRefSeq,exon,1047327,1047454,,+,
NC_000001.11,BestRefSeq,exon,1047573,1047687,,+,
NC_000001.11,BestRefSeq,exon,1047776,1047895,,+,
NC_000001.11,BestRefSeq,exon,1048012,1048365,,+,
NC_000001.11,BestRefSeq,exon,1048867,1049059,,+,
NC_000001.11,BestRefSeq,exon,1049236,1049451,,+,
NC_000001.11,BestRefSeq,exon,1049566,1049795,,+,
NC_000001.11,BestRefSeq,exon,1049903,1050037,,+,
NC_000001.11,BestRefSeq,exon,1050233,1050329,,+,
NC_000001.11,BestRefSeq,exon,1050427,1050591,,+,
NC_000001.11,BestRefSeq,exon,1050726,1050837,,+,
NC_000001.11,BestRefSeq,exon,1051032,1051043,,+,
NC_000001.11,BestRefSeq,exon,1051253,1051369,,+,
NC_000001.11,BestRefSeq,exon,1051453,1051645,,+,
NC_000001.11,BestRefSeq,exon,1051728,1051815,,+,
NC_000001.11,BestRefSeq,exon,1053753,1053977,,+,
NC_000001.11,BestRefSeq,exon,1054448,1054551,,+,
NC_000001.11,BestRefSeq,exon,1054824,1056116,,+,
NC_000001.11,BestRefSeq,exon,1059734,1059846,,+,
NC_000001.11,BestRefSeq,exon,1060280,1060393,,+,
NC_000001.11,BestRefSeq,exon,1063079,1063201,,+,
NC_000001.11,BestRefSeq,exon,1065830,1066453,,+,
NC_000001.11,BestRefSeq,exon,1137017,1137110,,+,
NC_000001.11,BestRefSeq,exon,1140825,1141032,,+,
NC_000001.11,BestRefSeq,exon,1142739,1144056,,+,
NC_000001.11,BestRefSeq,exon,1167104,1167198,,+,
NC_000001.11,BestRefSeq,exon,1167124,1167145,,+,
NC_000001.11,BestRefSeq,exon,1167160,1167181,,+,
NC_000001.11,BestRefSeq,exon,1167863,1167952,,+,
NC_000001.11,BestRefSeq,exon,1167878,1167899,,+,
NC_000001.11,BestRefSeq,exon,1167916,1167937,,+,
NC_000001.11,BestRefSeq,exon,1169005,1169087,,+,
NC_000001.11,BestRefSeq,exon,1169055,1169076,,+,
NC_000001.11,BestRefSeq,exon,1173880,1173926,,+,
NC_000001.11,BestRefSeq,exon,1174266,1174321,,+,
NC_000001.11,BestRefSeq,exon,1174424,1174489,,+,
NC_000001.11,BestRefSeq,exon,1179189,1179333,,+,
NC_000001.11,BestRefSeq,exon,1179657,1179737,,+,
NC_000001.11,BestRefSeq,exon,1180034,1180340,,+,
NC_000001.11,BestRefSeq,exon,1180483,1180601,,+,
NC_000001.11,BestRefSeq,exon,1180731,1180860,,+,
NC_000001.11,BestRefSeq,exon,1181741,1181815,,+,
NC_000001.11,BestRefSeq,exon,1182361,1182446,,+,
NC_000001.11,BestRefSeq,exon,1182876,1183047,,+,
NC_000001.11,BestRefSeq,exon,1183920,1184091,,+,
NC_000001.11,BestRefSeq,exon,1184969,1185109,,+,
NC_000001.11,BestRefSeq,exon,1196600,1196716,,+,
NC_000001.11,BestRefSeq,exon,1197093,1197186,,+,
NC_000001.11,BestRefSeq,exon,1197438,1197936,,+,
NC_000001.11,BestRefSeq,exon,1173880,1173926,,+,
NC_000001.11,BestRefSeq,exon,1174285,1174321,,+,
NC_000001.11,BestRefSeq,exon,1174424,1174489,,+,
NC_000001.11,BestRefSeq,exon,1179189,1179333,,+,
NC_000001.11,BestRefSeq,exon,1179657,1179737,,+,
NC_000001.11,BestRefSeq,exon,1180034,1180340,,+,
NC_000001.11,BestRefSeq,exon,1180483,1180601,,+,
NC_000001.11,BestRefSeq,exon,1180731,1180860,,+,
NC_000001.11,BestRefSeq,exon,1181741,1181815,,+,
NC_000001.11,BestRefSeq,exon,1182361,1182446,,+,
NC_000001.11,BestRefSeq,exon,1182876,1183047,,+,
NC_000001.11,BestRefSeq,exon,1183920,1184091,,+,
NC_000001.11,BestRefSeq,exon,1184969,1185109,,+,
NC_000001.11,BestRefSeq,exon,1196600,1196716,,+,
NC_000001.11,BestRefSeq,exon,1197093,1197186,,+,
NC_000001.11,BestRefSeq,exon,1197438,1197936,,+,
NC_000001.11,BestRefSeq,exon,1179681,1179853,,+,
NC_000001.11,BestRefSeq,exon,1180034,1180340,,+,
NC_000001.11,BestRefSeq,exon,1180483,1180601,,+,
NC_000001.11,BestRefSeq,exon,1180731,1180860,,+,
NC_000001.11,BestRefSeq,exon,1181741,1181815,,+,
NC_000001.11,BestRefSeq,exon,1182361,1182446,,+,
NC_000001.11,BestRefSeq,exon,1182876,1183047,,+,
NC_000001.11,BestRefSeq,exon,1183920,1184091,,+,
NC_000001.11,BestRefSeq,exon,1184969,1185864,,+,
NC_000001.11,BestRefSeq,exon,1232237,1235041,,+,
NC_000001.11,BestRefSeq,exon,1280436,1280666,,+,
NC_000001.11,BestRefSeq,exon,1281226,1281297,,+,
NC_000001.11,BestRefSeq,exon,1281411,1281610,,+,
NC_000001.11,BestRefSeq,exon,1282242,1282315,,+,
NC_000001.11,BestRefSeq,exon,1283978,1284090,,+,
NC_000001.11,BestRefSeq,exon,1285926,1286278,,+,
NC_000001.11,BestRefSeq,exon,1286768,1286975,,+,
NC_000001.11,BestRefSeq,exon,1287109,1287299,,+,
NC_000001.11,BestRefSeq,exon,1287508,1287596,,+,
NC_000001.11,BestRefSeq,exon,1287673,1287836,,+,
NC_000001.11,BestRefSeq,exon,1287939,1288037,,+,
NC_000001.11,BestRefSeq,exon,1290271,1290388,,+,
NC_000001.11,BestRefSeq,exon,1290477,1290555,,+,
NC_000001.11,BestRefSeq,exon,1290637,1290694,,+,
NC_000001.11,BestRefSeq,exon,1290895,1290953,,+,
NC_000001.11,BestRefSeq,exon,1291065,1291140,,+,
NC_000001.11,BestRefSeq,exon,1291254,1292025,,+,
NC_000001.11,BestRefSeq,exon,1280436,1280666,,+,
NC_000001.11,BestRefSeq,exon,1281226,1281297,,+,
NC_000001.11,BestRefSeq,exon,1281411,1281610,,+,
NC_000001.11,BestRefSeq,exon,1282242,1282315,,+,
NC_000001.11,BestRefSeq,exon,1283978,1284090,,+,
NC_000001.11,BestRefSeq,exon,1285571,1285664,,+,
NC_000001.11,BestRefSeq,exon,1285926,1286278,,+,
NC_000001.11,BestRefSeq,exon,1286768,1286975,,+,
NC_000001.11,BestRefSeq,exon,1287109,1287299,,+,
NC_000001.11,BestRefSeq,exon,1287508,1287596,,+,
NC_000001.11,BestRefSeq,exon,1287673,1287836,,+,
NC_000001.11,BestRefSeq,exon,1287939,1288037,,+,
NC_000001.11,BestRefSeq,exon,1290271,1290388,,+,
NC_000001.11,BestRefSeq,exon,1290477,1290555,,+,
NC_000001.11,BestRefSeq,exon,1290637,1290694,,+,
NC_000001.11,BestRefSeq,exon,1290895,1290953,,+,
NC_000001.11,BestRefSeq,exon,1291065,1291140,,+,
NC_000001.11,BestRefSeq,exon,1291254,1292025,,+,
NC_000001.11,BestRefSeq,exon,1308597,1308720,,+,
NC_000001.11,BestRefSeq,exon,1309086,1309273,,+,
NC_000001.11,BestRefSeq,exon,1309454,1309603,,+,
NC_000001.11,BestRefSeq,exon,1309681,1309851,,+,
NC_000001.11,BestRefSeq,exon,1310634,1310688,,+,
NC_000001.11,BestRefSeq,exon,1310909,1311071,,+,
NC_000001.11,BestRefSeq,exon,1311330,1311677,,+,
NC_000001.11,BestRefSeq,exon,1308597,1308720,,+,
NC_000001.11,BestRefSeq,exon,1308915,1308972,,+,
NC_000001.11,BestRefSeq,exon,1309086,1309273,,+,
NC_000001.11,BestRefSeq,exon,1309454,1309603,,+,
NC_000001.11,BestRefSeq,exon,1309681,1309851,,+,
NC_000001.11,BestRefSeq,exon,1310634,1310688,,+,
NC_000001.11,BestRefSeq,exon,1310840,1311071,,+,
NC_000001.11,BestRefSeq,exon,1311330,1311677,,+,
NC_000001.11,BestRefSeq,exon,1308597,1308720,,+,
NC_000001.11,BestRefSeq,exon,1308915,1308972,,+,
NC_000001.11,BestRefSeq,exon,1309086,1309273,,+,
NC_000001.11,BestRefSeq,exon,1309454,1309603,,+,
NC_000001.11,BestRefSeq,exon,1309681,1309851,,+,
NC_000001.11,BestRefSeq,exon,1310634,1310688,,+,
NC_000001.11,BestRefSeq,exon,1310909,1311071,,+,
NC_000001.11,BestRefSeq,exon,1311330,1311677,,+,
NC_000001.11,BestRefSeq,exon,1324802,1325102,,+,
NC_000001.11,BestRefSeq,exon,1326836,1327032,,+,
NC_000001.11,BestRefSeq,exon,1327241,1328896,,+,
NC_000001.11,BestRefSeq,exon,1331280,1331536,,+,
NC_000001.11,BestRefSeq,exon,1331638,1331938,,+,
NC_000001.11,BestRefSeq,exon,1332024,1332806,,+,
NC_000001.11,BestRefSeq,exon,1332921,1333124,,+,
NC_000001.11,BestRefSeq,exon,1333259,1333379,,+,
NC_000001.11,BestRefSeq,exon,1333506,1335314,,+,
NC_000001.11,BestRefSeq,exon,1399530,1399689,,+,
NC_000001.11,BestRefSeq,exon,1400158,1400303,,+,
NC_000001.11,BestRefSeq,exon,1400605,1402046,,+,
NC_000001.11,BestRefSeq,exon,1408348,1410684,,+,
NC_000001.11,BestRefSeq,exon,1425871,1426385,,+,
NC_000001.11,BestRefSeq,exon,1427554,1430255,,+,
NC_000001.11,BestRefSeq,exon,1435690,1435821,,+,
NC_000001.11,BestRefSeq,exon,1436927,1437484,,+,
NC_000001.11,BestRefSeq,exon,1439081,1442882,,+,
NC_000001.11,BestRefSeq,exon,1435690,1435821,,+,
NC_000001.11,BestRefSeq,exon,1437322,1437484,,+,
NC_000001.11,BestRefSeq,exon,1439081,1442882,,+,
NC_000001.11,BestRefSeq,exon,1449689,1450758,,+,
NC_000001.11,BestRefSeq,exon,1452046,1452122,,+,
NC_000001.11,BestRefSeq,exon,1452365,1452434,,+,
NC_000001.11,BestRefSeq,exon,1454345,1454500,,+,
NC_000001.11,BestRefSeq,exon,1455460,1455519,,+,
NC_000001.11,BestRefSeq,exon,1455791,1455916,,+,
NC_000001.11,BestRefSeq,exon,1456225,1456349,,+,
NC_000001.11,BestRefSeq,exon,1457129,1457180,,+,
NC_000001.11,BestRefSeq,exon,1459161,1459231,,+,
NC_000001.11,BestRefSeq,exon,1460750,1460917,,+,
NC_000001.11,BestRefSeq,exon,1462600,1462708,,+,
NC_000001.11,BestRefSeq,exon,1468384,1470163,,+,
NC_000001.11,BestRefSeq,exon,1471765,1472089,,+,
NC_000001.11,BestRefSeq,exon,1477274,1477350,,+,
NC_000001.11,BestRefSeq,exon,1478644,1478745,,+,
NC_000001.11,BestRefSeq,exon,1479049,1479108,,+,
NC_000001.11,BestRefSeq,exon,1480867,1480936,,+,
NC_000001.11,BestRefSeq,exon,1482138,1482303,,+,
NC_000001.11,BestRefSeq,exon,1482545,1482614,,+,
NC_000001.11,BestRefSeq,exon,1485016,1485171,,+,
NC_000001.11,BestRefSeq,exon,1485782,1485838,,+,
NC_000001.11,BestRefSeq,exon,1486110,1486235,,+,
NC_000001.11,BestRefSeq,exon,1486544,1486668,,+,
NC_000001.11,BestRefSeq,exon,1487863,1487914,,+,
NC_000001.11,BestRefSeq,exon,1489204,1489274,,+,
NC_000001.11,BestRefSeq,exon,1490257,1490424,,+,
NC_000001.11,BestRefSeq,exon,1490563,1490671,,+,
NC_000001.11,BestRefSeq,exon,1495485,1497848,,+,
NC_000001.11,BestRefSeq,exon,1477849,1478745,,+,
NC_000001.11,BestRefSeq,exon,1479049,1479108,,+,
NC_000001.11,BestRefSeq,exon,1480867,1480936,,+,
NC_000001.11,BestRefSeq,exon,1482138,1482303,,+,
NC_000001.11,BestRefSeq,exon,1482545,1482614,,+,
NC_000001.11,BestRefSeq,exon,1485016,1485171,,+,
NC_000001.11,BestRefSeq,exon,1485782,1485838,,+,
NC_000001.11,BestRefSeq,exon,1486110,1486235,,+,
NC_000001.11,BestRefSeq,exon,1486544,1486668,,+,
NC_000001.11,BestRefSeq,exon,1487863,1487914,,+,
NC_000001.11,BestRefSeq,exon,1489204,1489274,,+,
NC_000001.11,BestRefSeq,exon,1490257,1490424,,+,
NC_000001.11,BestRefSeq,exon,1490563,1490671,,+,
NC_000001.11,BestRefSeq,exon,1495485,1497848,,+,
NC_000001.11,BestRefSeq,exon,1512162,1512473,,+,
NC_000001.11,BestRefSeq,exon,1516012,1516088,,+,
NC_000001.11,BestRefSeq,exon,1517167,1517412,,+,
NC_000001.11,BestRefSeq,exon,1517716,1517775,,+,
NC_000001.11,BestRefSeq,exon,1518921,1518990,,+,
NC_000001.11,BestRefSeq,exon,1520141,1520306,,+,
NC_000001.11,BestRefSeq,exon,1520548,1520617,,+,
NC_000001.11,BestRefSeq,exon,1522744,1522899,,+,
NC_000001.11,BestRefSeq,exon,1523511,1523567,,+,
NC_000001.11,BestRefSeq,exon,1523839,1523964,,+,
NC_000001.11,BestRefSeq,exon,1524273,1524397,,+,
NC_000001.11,BestRefSeq,exon,1525240,1525291,,+,
